"id","name","province","city","area","pos_x","pos_y","addr","cert_level","cert_no","eval_range","tel","email","project_num","permit_num","engineer_num","record_num"
"1020","泸州市环境科学技术研究所","四川","泸州","江阳区","105.448807","28.886278","四川 泸州 江阳区 四川省泸州市江阳曲忠山路4段2号","乙级","3227","一般项目环境影响报告","","","29","0","29","0"
"1021","四川省核工业辐射测试防护院（四川省核工业地质局分析测试中心、四川省核工业地质调查院）","四川","成都","锦江区","104.123238","30.625273","四川 成都 锦江区 四川省成都市锦江区静沙南路18号2栋A座20楼","","3214","特殊项目环境影响报告表,一般项目环境影响报告表,核工业（乙级）,社会区域（乙级）,输变电及 广电通讯（乙级）,采掘（乙级)","","","97","0","97","0"
"1022","四川省顺蓝天环保科技咨询有限公司（西昌蓝天环保科技咨询有限责任公司）","四川","凉山","西昌市","102.275826","27.887918","四川 凉山 西昌市 四川省西昌市三岔口东路土城巷75号","乙级","3229","一般项目环境影响报告表,社会区域（乙级）,交通运输（乙级）,采掘（乙级）,农林水利（乙级)","","","107","0","107","0"
"1023","广元市新希望环保科技开发有限公司","四川","广元","利州区","105.852875","32.443226","四川 广元 利州区 四川省广元市利州区翠屏路43号","乙级","3230","一般项目环境影响报告","","","36","0","36","0"
"1024","雅安市环境科技服务部","四川","雅安","雨城区","103.018990","29.988951","四川 雅安 雨城区 四川省雅安市雨城区临江路91#建设大厦八楼","乙级","3231","一般项目环境影响报告","","","28","0","28","0"
"1025","西南交通大学","四川","成都","金牛区","104.061249","30.704121","四川 成都 金牛区 四川省成都市金牛区二环路北一段111号","乙级","3232","交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","529","0","529","0"
"1026","遂宁市环境科学研究所","四川","遂宁","船山区","105.567947","30.526106","四川 遂宁 船山区 四川省遂宁市西山北路228号明月花园小区桂园","乙级","3233","一般项目环境影响报告","","","37","0","37","0"
"1027","巴中市绿叶环评有限责任公司","四川","巴中","巴州区","106.771858","31.864729","四川 巴中 巴州区 四川省巴中市巴州区江北大道东段71号","乙级","3234","一般项目环境影响报告","13981676832","","69","0","69","0"
"1028","中国华西工程设计建设有限公司","四川","成都","金牛区","104.057915","30.695580","四川 成都 金牛区 四川省成都市金牛区沙湾东二路1号世纪加州4楼418","乙级","3236","一般项目环境影响报告表,特殊项目环境影响报告","","","34","0","34","0"
"1029","四川电力设计咨询有限责任公司","四川","成都","锦江区","104.073044","30.660917","四川 成都 锦江区 四川省成都市锦江区梨花街50号","乙级","3237","输变电及 广电通讯（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","028-68123533028-68123112","","31","0","31","0"
"1030","广安市环境科学研究所","四川","广安","广安区","106.639633","30.461643","四川 广安 广安区 四川省广安市思源大道2号市政府三楼306室","乙级","3238","一般项目环境影响报告","0826-2212738","","1","0","2","0"
"1031","四川省国环环境工程咨询有限公司","四川","成都","锦江区","104.098000","30.641127","四川 成都 锦江区 四川省成都市望江路29号274信箱","乙级","3239","轻工纺织化纤（乙级）,交通运输（乙级）,社会区域（乙级）,冶金机电（乙级）,采掘（乙级）,农林水利（乙级）,一般项目环境影响报告","","","457","0","457","3"
"1032","四川同佳环保科技有限责任公司","四川","德阳","旌阳区","104.401024","31.127741","四川 德阳 旌阳区 四川省德阳市泰山南路230号","乙级","3242","一般项目环境影响报告","","","14","0","2","0"
"1033","四川省清源工程咨询有限公司","四川","成都","青羊区","104.032127","30.665318","四川 成都 青羊区 四川省成都市青羊区草堂路9号","乙级","3243","农林水利（乙级）,一般项目环境影响报告","","","7","0","6","0"
"1034","四川天一科技股份有限公司","四川","成都","双流县","104.000580","30.579563","四川 成都 双流县 四川省成都市外南机场路近都段87号","乙级","3244","一般项目环境影响报告","","","0","0","2","0"
"1035","四川众望安全环保技术咨询有限公司","四川","成都","青羊区","104.069450","30.676716","四川 成都 青羊区 四川省成都市青羊区青龙街51号1幢13-11号","乙级","3245","社会区域（乙级）,一般项目环境影响报告","","","96","2","96","0"
"1036","四川华睿川协管理咨询有限责任公司","四川","成都","青羊区","104.086777","30.673075","四川 成都 青羊区 四川省成都市青羊区新华大道玉沙路201号7楼","乙级","3246","一般项目环境影响报告","13982223328","","26","2","26","0"
"1037","四川勤德建设工程造价咨询有限责任公司","四川","绵阳","涪城区","104.756653","31.470181","四川 绵阳 涪城区 四川省绵阳市临园路东段54号临园大厦9楼","乙级","3247","轻工纺织化纤（甲级)","0816-2241308","","14","0","2","0"
"1038","成都科技大学环保科技研究所","四川","成都","锦江区","104.084137","30.639927","四川 成都 锦江区 四川省成都市磨子桥,四川大学西区机电科技楼2-17室","乙级","3248","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,农林水利（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","184","5","184","1"
"1039","宜宾华洁环保工程有限责任公司","四川","宜宾","翠屏区","104.634117","28.769796","四川 宜宾 翠屏区 四川省宜宾市翠屏区滨江路1号1幢22层A","乙级","3249","一般项目环境影响报告","13890919557","","36","0","36","0"
"1040","西南石油局勘探开发规划设计研究院","四川","成都","成华区","104.112694","30.707823","四川 成都 成华区 四川省成都市成华区青龙场","乙级","3250","一般项目环境影响报告","","","1","0","2","0"
"1041","中国航天科工集团〇六一基地","贵州","遵义","红花岗区","106.944496","27.714016","贵州 遵义 红花岗区 贵州省遵义市香港路盛邦帝标商务大厦A座16楼","乙级","3301","一般项目环境影响报告表,采掘（乙级）,冶金机电（乙级）,化工石化医药（乙级)","","","3","0","0","2"
"1042","贵州大学","贵州","贵阳","南明区","106.668709","26.444542","贵州 贵阳 南明区 贵州省贵阳市蔡家关贵州大学环境评价与治理研究中心","乙级","3302","化工石化医药（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","12","9","9","1"
"1043","贵州省化工研究院","贵州","贵阳","南明区","106.739861","26.580217","贵州 贵阳 南明区 贵州省贵阳市南明区晒田坝路1号","乙级","3304","轻工纺织化纤（乙级）,化工石化医药（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","9","0","11","0"
"1044","贵州省水利水电勘测设计研究院","贵州","贵阳","南明区","106.732826","26.580120","贵州 贵阳 南明区 贵州省贵阳市宝山南路27号","乙级","3305","农林水利（乙级）,社会区域（乙级）,一般项目环境影响报告","","","3","0","6","0"
"1045","贵州省交通科学研究院有限责任公司","贵州","贵阳","云岩区","106.666283","26.603498","贵州 贵阳 云岩区 贵州省贵阳市云岩区白云大道南段301号","乙级","3306","交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","4","0","10","0"
"1046","贵州省劳动保护科学技术研究院","贵州","遵义","红花岗区","106.899185","27.674574","贵州 遵义 红花岗区 贵州省遵义市红花岗区桃溪路51号","乙级","3308","采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","0","6","0"
"1047","贵州省煤矿设计研究院","贵州","贵阳","花溪区","106.677254","26.482504","贵州 贵阳 花溪区 贵州省贵阳市花溪区大职路325号","乙级","3311","采掘（乙级）,社会区域（乙级）,农林水利（乙级）,一般项目环境影响报告","","","8","0","11","0"
"1048","贵州省辐射环境监理站","贵州","贵阳","南明区","106.714165","26.558216","贵州 贵阳 南明区 贵州省贵阳市大理石路26号","乙级","3312","一般项目环境影响报告表,特殊项目环境影响报告","","","0","0","0","0"
"1049","毕节市环境科学研究所有限公司","贵州","毕节","七星关区","105.298065","27.302752","贵州 毕节 七星关区 贵州省毕节市公园路1号倾城C栋6层2号","乙级","3313","一般项目环境影响报告","18786768676","","0","0","2","0"
"1050","中国科学院地球化学研究所","贵州","贵阳","南明区","106.735725","26.575169","贵州 贵阳 南明区 贵州省贵阳市南明区观水路46号","乙级","3314","轻工纺织化纤（乙级）,农林水利（乙级）,社会区域（乙级）,一般项目环境影响报告","","","12","0","1","0"
"1051","六盘水市环境科学研究所","贵州","六盘水","钟山区","104.838898","26.593843","贵州 六盘水 钟山区 贵州省六盘水市钟山区明湖路44号","乙级","3315","一般项目环境影响报告","","","0","0","2","0"
"1052","贵阳市生态环境科学研究院(贵阳市环境保护研究所)","贵州","贵阳","南明区","106.706978","26.571644","贵州 贵阳 南明区 贵州省贵阳市南明区新华路70号","乙级","3318","一般项目环境影响报告表,社会区域（乙级）,交通运输（乙级）,轻工纺织化纤（乙级)","","","10","0","0","0"
"1053","贵州省安顺环境保护科学研究所有限公司","贵州","安顺","西秀区","105.952881","26.255737","贵州 安顺 西秀区 贵州省安顺市西秀区中华东路（安顺市质量监督局旁）","乙级","3320","社会区域（乙级）,一般项目环境影响报告","","","7","0","6","0"
"1054","遵义市环境科学研究所","贵州","遵义","红花岗区","106.936028","27.693441","贵州 遵义 红花岗区 贵州省遵义市沙盐路113号","乙级","3321","一般项目环境影响报告","","","0","0","1","0"
"1055","遵义天力环境工程有限责任公司","贵州","遵义","红花岗区","106.912933","27.666220","贵州 遵义 红花岗区 贵州省遵义市红花岗区海尔大道海风井段永生花园夹-1号","乙级","3322","一般项目环境影响报告","","","3","0","3","0"
"1056","贵州成达环保科技服务有限公司","贵州","铜仁","碧江区","109.202286","27.738182","贵州 铜仁 碧江区 贵州省铜仁市南长城路6#金滩广场旁雅苑","乙级","3323","一般项目环境影响报告","","","1","0","3","0"
"1057","大理州环境科学研究所","云南","大理","大理市","100.223900","25.584192","云南 大理 大理市 云南省大理市幸福路49号","乙级","3401","冶金机电（乙级）,一般项目环境影响报告","","","0","0","0","0"
"1058","云南大学","云南","昆明","五华区","102.709206","25.060669","云南 昆明 五华区 云南省昆明市五华区翠湖北路2号","乙级","3402","农林水利（乙级）,社会区域（乙级）,一般项目环境影响报告","","","54","0","54","0"
"1059","云南省水利水电勘测设计研究院","云南","昆明","西山区","102.721153","25.050386","云南 昆明 西山区 云南省昆明市西山区青年路376号","乙级","3403","农林水利（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","7","0","7","0"
"1060","云南省地质环境监测院（云南省地质环境监测总站）","云南","昆明","官渡区","102.753258","25.046303","云南 昆明 官渡区 云南省昆明市人民东路王大桥省地质环境监测院","乙级","3404","一般项目环境影响报告表,交通运输（乙级）,采掘（乙级)","","","3","0","6","0"
"1061","云南省红河哈尼族彝族自治州环境科学研究所","云南","红河","蒙自市","103.396591","23.352697","云南 红河 蒙自市 云南省蒙自市观澜路","乙级","3405","冶金机电（乙级）,农林水利（乙级）,一般项目环境影响报告","","","0","0","2","0"
"1062","云南省建筑材料科学研究设计院","云南","昆明","五华区","102.718216","25.086805","云南 昆明 五华区 云南省昆明市五华区五台路8号云南省建材科研设计院","乙级","3407","冶金机电（乙级）,建材火电（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","15","0","9","0"
"1063","云南绿色环境科技开发有限公司（云南省环境科技开发中心）","云南","昆明","西山区","102.698868","25.030016","云南 昆明 西山区 云南省昆明市西园南路30号（光明园写字楼5F）","乙级","3409","一般项目环境影响报告表,交通运输（乙级）,农林水利（乙级）,建材火电（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级)","","","5","0","11","0"
"1064","玉溪市环境科学研究所","云南","玉溪","红塔区","102.551651","24.362465","云南 玉溪 红塔区 云南省玉溪市红塔区九曲巷29号","乙级","3410","化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","0","9","1"
"1065","曲靖市环境科学研究所","云南","曲靖","麒麟区","103.798462","25.507010","云南 曲靖 麒麟区 云南省曲靖市麒麟区廖廓南路40号","乙级","3411","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,农林水利（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","0","33","13","0"
"1066","昆明市环境科学研究院","云南","昆明","五华区","102.701759","25.041569","云南 昆明 五华区 云南省昆明市新闻南路23号","乙级","3412","化工石化医药（乙级）,冶金机电（乙级）,交通运输（乙级）,社会区域（乙级）,输变电及 广电通讯（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","2","0","15","0"
"1067","昆明有色冶金设计研究院股份公司（云南华昆工程技术股份公司）","云南","昆明","五华区","102.728973","25.045574","云南 昆明 五华区 云南省昆明市五华区东风东路48号","乙级","3413","一般项目环境影响报告表,社会区域（乙级）,采掘（乙级）,冶金机电（乙级)","","","5","0","6","1"
"1068","楚雄州环境科学研究所","云南","楚雄","楚雄市","101.555817","25.047047","云南 楚雄 楚雄市 云南省楚雄市经贸巷1号楚雄彝族自治州环境科学研究所","乙级","3415","一般项目环境影响报告","","","0","0","0","0"
"1069","云南省设计院","云南","昆明","五华区","102.702805","25.042866","云南 昆明 五华区 云南省昆明市五华区新闻路259号","乙级","3416","一般项目环境影响报告","","","1","0","2","0"
"1070","云南省辐射环境监督站","云南","昆明","五华区","102.702980","25.032663","云南 昆明 五华区 云南省昆明市环城西路539号","乙级","3417","一般项目环境影响报告表,特殊项目环境影响报告","","","0","0","2","0"
"1071","云南环境科技服务中心","云南","昆明","五华区","102.702988","25.032646","云南 昆明 五华区 云南省昆明市五华区环城西路539号","乙级","2418","一般项目环境影响报告表,特殊项目环境影响报告","","","1","0","2","0"
"1072","保山益兴环境科技咨询有限公司","云南","保山","隆阳区","99.175011","25.111158","云南 保山 隆阳区 云南省保山市隆阳区永昌镇九龙路309号","乙级","3419","一般项目环境影响报告","0875-2122714","","2","0","3","0"
"1073","临沧市环境科学研究所","云南","临沧","临翔区","100.086273","23.902191","云南 临沧 临翔区 云南省临沧市临翔区南屏西路20号","乙级","3420","一般项目环境影响报告","","","0","11","2","0"
"1074","文山州环境科学研究所","云南","文山","文山市","104.249573","23.372787","云南 文山 文山市 云南省文山县城河西路51号","乙级","3421","一般项目环境影响报告","","","2","0","2","0"
"1075","丽江市环境科学研究所","云南","丽江","古城区","100.257149","26.882252","云南 丽江 古城区 云南省丽江市古城区东郊三公里","乙级","3422","一般项目环境影响报告","","","0","11","2","0"
"1076","德宏州环境科学研究所","云南","德宏","芒市","98.590828","24.430779","云南 德宏 芒市 云南省潞西市芒市镇勇罕街32号","乙级","3423","一般项目环境影响报告","","","0","0","0","0"
"1077","云南省普洱市环境科学研究所（思茅市环境科学研究所）","云南","普洱","思茅区","100.982231","22.777090","云南 普洱 思茅区 云南省思茅市翠云区凤凰路52号","乙级","3425","一般项目环境影响报告","","","8","0","3","0"
"1078","昆明天杲环境咨询有限公司","云南","昆明","西山区","102.699837","25.029921","云南 昆明 西山区 云南省昆明市西园南路27号省环保局大楼207－208","乙级","3426","一般项目环境影响报告","","","5","0","3","1"
"1079","云南新世纪环境保护科学研究院有限公司（云南新世纪环境保护科学研究院）","云南","昆明","西山区","102.698868","25.030020","云南 昆明 西山区 云南省昆明市西山区西园南路30号（光明园写字楼2F）","乙级","3427","一般项目环境影响报告表,社会区域（乙级）,冶金机电（乙级)","","","16","0","16","0"
"1080","云南亚太环境工程设计研究有限公司","云南","昆明","五华区","102.670784","25.077250","云南 昆明 五华区 云南省昆明国家高新技术产业开发区科技路199号云南省国家大学科技园A3栋","乙级","3428","一般项目环境影响报告","","","6","0","6","1"
"1081","云南靖尚达环境咨询有限公司（昆明靖尚达科技有限公司）","云南","玉溪","红塔区","102.551285","24.365242","云南 玉溪 红塔区 云南省玉溪市红塔区南北大街43号汇溪大厦16层4室","乙级","3429","一般项目环境影响报告表,社会区域（乙级)","","","12","0","5","0"
"1082","昭通市环境科学研究所","云南","昭通","昭阳区","103.713211","27.342169","云南 昭通 昭阳区 云南省昭通市昭阳区通江路19号","乙级","3430","一般项目环境影响报告","13638863692","","2","0","2","0"
"1083","昆明绿岛环境科技有限公司","云南","昆明","官渡区","102.677101","25.014732","云南 昆明 官渡区 云南省昆明市官渡区福海乡彰家楼村昆明市环境监测中心院内","乙级","3431","一般项目环境影响报告","0871-4635997","","0","0","1","0"
"1084","昆明天馨地爽环境评价有限公司","云南","昆明","西山区","102.704971","25.031216","云南 昆明 西山区 云南省昆明市气象路133号致尚楼3楼301-302","乙级","3432","一般项目环境影响报告","","","4","0","6","0"
"1085","昆明理工大学","云南","昆明","呈贡区","102.866890","24.855265","云南 昆明 呈贡区 云南省昆明市昆明理工大学呈贡校区环境科学与工程学院","乙级","3433","化工石化医药（乙级）,采掘（乙级）,一般项目环境影响报告","","","7","0","10","1"
"1086","昆明阳光恒业环境工程有限公司","云南","昆明","五华区","102.728577","25.068916","云南 昆明 五华区 云南省昆明市北京路900号昆明颐高数码中心综合楼A座7楼","乙级","3435","一般项目环境影响报告","","","4","1","5","0"
"1087","云南天启环境工程有限公司","云南","曲靖","宣威市","104.105225","26.221010","云南 曲靖 宣威市 云南省宣威市振兴街884号","乙级","3436","一般项目环境影响报告","","","0","0","3","0"
"1088","昆明煤炭设计研究院","云南","昆明","盘龙区","102.732925","25.048512","云南 昆明 盘龙区 云南省昆明市白塔路333号（云煤大楼后院）","乙级","3437","一般项目环境影响报告","13888125658","","11","0","6","0"
"1089","西藏自治区环境科学研究所","西藏","拉萨","城关区","91.095657","29.651548","西藏 拉萨 城关区 西藏自治区拉萨市金珠中路26号","乙级","3501","轻工纺织化纤（乙级）,建材火电（乙级）,农林水利（乙级）,采掘（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","4","0","2","0"
"1090","西藏自治区水利电力规划勘测设计研究院","西藏","拉萨","城关区","91.165688","29.690615","西藏 拉萨 城关区 西藏自治区拉萨市夺底路100号","乙级","3503","一般项目环境影响报告","","","0","0","0","0"
"1091","西藏自治区地质矿产勘查开发局地热地质大队","西藏","拉萨","城关区","91.064201","29.649284","西藏 拉萨 城关区 西藏自治区拉萨市金珠西路96号","乙级","3504","一般项目环境影响报告","","","0","0","0","0"
"1092","西藏国策环保科技股份有限公司","西藏","拉萨","城关区","91.080101","29.656166","西藏 拉萨 城关区 西藏拉萨市八一国际广场B栋10层","乙级","3506","农林水利（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","224","0","224","0"
"1093","西藏自治区地质环境监测总站","西藏","拉萨","城关区","91.111473","29.670061","西藏 拉萨 城关区 西藏拉萨市当热西路44号","乙级","3507","采掘（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","3","0","0","0"
"1094","中国飞行试验研究院","陕西","西安","阎良区","109.240242","34.663082","陕西 西安 阎良区 陕西省西安市73号信箱技安环保处","乙级","3601","一般项目环境影响报告","","","0","0","2","0"
"1095","延安市环境科学研究所","陕西","延安","宝塔区","109.517288","36.616241","陕西 延安 宝塔区 陕西省延安市宝塔区百米大道环保局一楼","乙级","3602","采掘（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","30","0","30","0"
"1096","西安市环境保护科学研究院（西安市环境保护研究所）","陕西","西安","莲湖区","108.940643","34.258385","陕西 西安 莲湖区 陕西省西安市莲湖区报恩寺街中段","乙级","3604","一般项目环境影响报告表,社会区域（乙级）,农林水利（乙级）,建材火电（乙级）,冶金机电（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级)","","","33","0","33","1"
"1097","宝鸡市环境影响评价所","陕西","宝鸡","渭滨区","107.161713","34.375214","陕西 宝鸡 渭滨区 陕西省宝鸡市渭滨区西凤路46号副1号","乙级","3605","化工石化医药（乙级）,社会区域（乙级）,一般项目环境影响报告","","","7","0","8","0"
"1098","陕西省现代建筑设计研究院","陕西","西安","新城区","109.008133","34.261696","陕西 西安 新城区 陕西省西安市金花南路15号","乙级","3606","轻工纺织化纤（乙级）,化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,采掘（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","12","0","15","0"
"1099","信息产业部电子综合勘察研究院","陕西","西安","碑林区","108.968910","34.247288","陕西 西安 碑林区 陕西省西安市碑林区友谊东路218号","乙级","3607","冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","3","0","6","0"
"1100","汉中市环境工程规划设计院","陕西","汉中","汉台区","107.023849","33.081875","陕西 汉中 汉台区 陕西省汉中市汉台区康复路23号","乙级","3608","化工石化医药（乙级）,冶金机电（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","3","0","10","1"
"1101","安康市环境工程设计院","陕西","安康","汉滨区","109.040161","32.697674","陕西 安康 汉滨区 陕西省安康市解放路13号","乙级","3609","一般项目环境影响报告","","","0","0","4","0"
"1102","西北大学","陕西","西安","碑林区","108.934174","34.253624","陕西 西安 碑林区 陕西省西安市碑林区太白北路229号","乙级","3610","一般项目环境影响报告","029-88308421","","2","0","6","0"
"1103","陕西省气候中心","陕西","西安","未央区","108.953346","34.289875","陕西 西安 未央区 陕西省西安市未央区北关正街36号","乙级","3611","一般项目环境影响报告","","","0","0","2","1"
"1104","陕西省国防科技工业环境监测科研所","陕西","西安","雁塔区","108.963028","34.220783","陕西 西安 雁塔区 陕西省西安市雁塔区翠华路107号","乙级","3612","化工石化医药（乙级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","1","0","9","0"
"1105","咸阳市环境科学研究所","陕西","咸阳","秦都区","108.703392","34.331791","陕西 咸阳 秦都区 陕西省咸阳市秦都区渭阳西路沈家小区","乙级","3613","一般项目环境影响报告","029-33573391","","4","0","3","0"
"1106","铜川市环境保护研究所","陕西","铜川","王益区","109.064964","35.070457","陕西 铜川 王益区 陕西省铜川市王益区王家河南路78号","乙级","3615","一般项目环境影响报告","","","2","0","2","0"
"1107","渭南市环境保护科学技术咨询中心","陕西","渭南","临渭区","109.476921","34.500725","陕西 渭南 临渭区 陕西省渭南市朝阳路西段","乙级","3616","化工石化医药（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","1","0","7","1"
"1108","榆林市环境科技咨询服务部","陕西","榆林","榆阳区","109.747299","38.255428","陕西 榆林 榆阳区 陕西省榆林市榆林经济开发区环保大楼","乙级","3617","化工石化医药（乙级）,冶金机电（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","14","0","9","0"
"1109","陕西省水利电力勘测设计研究院","陕西","西安","新城区","108.974533","34.265972","陕西 西安 新城区 陕西省西安市东大街57号","乙级","3618","农林水利（乙级）,采掘（乙级）,一般项目环境影响报告","","","3","0","12","0"
"1110","陕西航天机电环境工程设计院有限责任公司（陕西航天环境工程设计院）","陕西","西安","长安区","108.961945","34.171352","陕西 西安 长安区 陕西省西安市15信箱165分箱（西安国家民用航天产业基地宇航街18号）","乙级","3620","一般项目环境影响报告","","","0","6","2","1"
"1111","陕西电力科学研究院","陕西","西安","碑林区","108.964127","34.247284","陕西 西安 碑林区 陕西省西安市友谊东路308号","乙级","3621","输变电及 广电通讯（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","10","4","9","0"
"1112","长庆石油勘探局西安环境保护研究所（长庆石油勘探局环境保护研究所）","陕西","西安","未央区","108.981781","34.396255","陕西 西安 未央区 陕西省西安市未央区草滩长庆未央大厦607","乙级","3622","一般项目环境影响报告","","","0","0","2","0"
"1113","陕西科荣环保工程有限责任公司","陕西","西安","雁塔区","108.894447","34.242340","陕西 西安 雁塔区 陕西省西安市西高新沣惠南路4号杰座广场五层","乙级","3623","化工石化医药（乙级）,社会区域（乙级）,建材火电（乙级）,采掘（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","10","0","10","0"
"1114","陕西天成环境工程有限公司","陕西","西安","碑林区","108.969200","34.248867","陕西 西安 碑林区 陕西省西安市李家村西安万达广场2栋1单元11511号","乙级","3624","一般项目环境影响报告","","","0","0","7","0"
"1115","西安冶园环境工程有限公司","陕西","西安","莲湖区","108.916222","34.269352","陕西 西安 莲湖区 陕西省西安市莲湖区劳动路138号（陕西省粮油科学研究设计院东楼215室）","乙级","3625","一般项目环境影响报告","029-88655178","","6","0","7","0"
"1116","天水市环境保护科学技术研究所","甘肃","天水","秦州区","105.729362","34.577698","甘肃 天水 秦州区 甘肃省天水市秦州区大众路69号","乙级","3702","一般项目环境影响报告","","","0","0","3","0"
"1117","兰州市环境保护研究所","甘肃","兰州","城关区","103.839645","36.052086","甘肃 兰州 城关区 甘肃省兰州市城关区张家园60号","乙级","3704","一般项目环境影响报告","","","0","15","0","0"
"1118","兰州交通大学","甘肃","兰州","安宁区","103.730782","36.111446","甘肃 兰州 安宁区 甘肃省兰州市安宁西路118号兰州交通大学环境学院","乙级","3706","轻工纺织化纤（乙级）,交通运输（乙级）,社会区域（乙级）,一般项目环境影响报告","","","37","3","37","1"
"1119","兰州煤矿设计研究院","甘肃","兰州","城关区","103.860565","36.050690","甘肃 兰州 城关区 甘肃省兰州市城关区天水南路461号","乙级","3707","农林水利（乙级）,采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","","","8","27","8","0"
"1120","甘肃电力科学研究院","甘肃","兰州","七里河区","103.787888","36.072350","甘肃 兰州 七里河区 甘肃省兰州市七里河区西津东路648号","乙级","3708","冶金机电（乙级）,输变电及 广电通讯（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","8","0","6","1"
"1121","酒泉市环境评价所","甘肃","酒泉","肃州区","98.503365","39.740837","甘肃 酒泉 肃州区 甘肃省酒泉市新城区玉门东路5号","乙级","3709","建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","9","0","7","1"
"1122","陇南市环境科学技术研究所","甘肃","陇南","武都区","104.928719","33.406013","甘肃 陇南 武都区 甘肃省陇南市武都区旧城路006号","乙级","3710","一般项目环境影响报告","","","0","0","2","0"
"1123","甘肃省核与辐射安全局","甘肃","兰州","城关区","103.918144","36.052795","甘肃 兰州 城关区 甘肃省兰州市城关区雁儿湾路225号","乙级","3714","一般项目环境影响报告表,特殊项目环境影响报告","","","10","0","3","0"
"1124","庆阳市环境保护研究所","甘肃","庆阳","西峰区","107.644539","35.714554","甘肃 庆阳 西峰区 甘肃省庆阳市庆阳西路","乙级","3715","一般项目环境影响报告","","","4","11","2","0"
"1125","兰州洁华环境评价咨询有限公司","甘肃","兰州","城关区","103.844299","36.059933","甘肃 兰州 城关区 甘肃省兰州市城关区庆阳路1号203室","乙级","3717","一般项目环境影响报告","13919906067","","8","18","9","0"
"1126","甘肃经纬环境工程技术有限公司","甘肃","兰州","城关区","103.870888","36.054115","甘肃 兰州 城关区 甘肃省兰州市东岗西路226号甘肃省广播电影电视局网络大厦19楼","乙级","3718","采掘（乙级）,社会区域（乙级）,一般项目环境影响报告","0931-2126290","","15","1","11","0"
"1127","武威市环境影响评估事务所","甘肃","武威","凉州区","102.628029","37.931637","甘肃 武威 凉州区 甘肃省武威市凉州区西环南路11号","乙级","3719","一般项目环境影响报告","","","0","0","2","0"
"1128","宁夏大学","宁夏","银川","西夏区","106.140045","38.508396","宁夏 银川 西夏区 宁夏回族自治区银川市西夏区宁夏大学化学化工学院","乙级","3801","一般项目环境影响报告","","","0","12","2","0"
"1129","宁夏回族自治区石油化工环境科学研究院（有限公司）","宁夏","银川","金凤区","106.202675","38.491882","宁夏 银川 金凤区 宁夏银川市金凤区北京中路441-1号新新大厦8楼","乙级","3803","轻工纺织化纤（乙级）,化工石化医药（乙级）,交通运输（乙级）,社会区域（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","42","33","42","0"
"1130","宁夏智诚安环科技发展有限公司（宁夏智可达环境技术有限公司）","宁夏","银川","兴庆区","106.280174","38.463074","宁夏 银川 兴庆区 宁夏回族自治区银川市长城东路315号","乙级","3804","一般项目环境影响报告表,冶金机电（乙级）,轻工纺织化纤（乙级）,化工石化医药（乙级）,社会区域（乙级）,交通运输（乙级)","","","93","51","93","0"
